h,chiF_overlap,F_neighbor,dh
1.0,0.27664191781795466,0.9999998616790411,0.001
1.0303030303030303,0.27845840566698143,0.9999998607707972,0.001
1.0606060606060606,0.2803554779440276,0.999999859822261,0.001
1.0909090909090908,0.28233673132760373,0.9999998588316343,0.001
1.121212121212121,0.28440630028825353,0.9999998577968499,0.001
1.1515151515151516,0.2865687145359175,0.9999998567156427,0.001
1.1818181818181819,0.2888292502944978,0.9999998555853749,0.001
1.2121212121212122,0.29119385347442517,0.9999998544030733,0.001
1.2424242424242424,0.29366942433384224,0.9999998531652878,0.001
1.2727272727272727,0.29626386743863975,0.9999998518680663,0.001
1.303030303030303,0.29898635145464425,0.9999998505068243,0.001
1.3333333333333335,0.30184748922579274,0.9999998490762554,0.001
1.3636363636363638,0.30485960889059527,0.9999998475701956,0.001
1.393939393939394,0.30803701300818886,0.9999998459814935,0.001
1.4242424242424243,0.31139634248944503,0.9999998443018288,0.001
1.4545454545454546,0.31495692476291026,0.9999998425215376,0.001
1.4848484848484849,0.31874112660368326,0.9999998406294367,0.001
1.5151515151515151,0.3227748521794638,0.9999998386125739,0.001
1.5454545454545454,0.3270879949113237,0.9999998364560025,0.001
1.5757575757575757,0.3317149470660752,0.9999998341425265,0.001
1.606060606060606,0.3366951299987875,0.999999831652435,0.001
1.6363636363636362,0.34207352905823996,0.9999998289632355,0.001
1.6666666666666667,0.34790125380546044,0.9999998260493731,0.001
1.696969696969697,0.35423600985851067,0.9999998228819951,0.001
1.7272727272727273,0.36114258827879553,0.9999998194287059,0.001
1.7575757575757576,0.36869318131849127,0.9999998156534093,0.001
1.7878787878787878,0.37696756050031865,0.9999998115162197,0.001
1.8181818181818183,0.3860530148891428,0.9999998069734926,0.001
1.8484848484848486,0.39604395651871016,0.9999998019780217,0.001
1.878787878787879,0.40704102710620305,0.9999997964794864,0.001
1.9090909090909092,0.4191496596472888,0.9999997904251702,0.001
1.9393939393939394,0.43247777314903146,0.9999997837611134,0.001
1.9696969696969697,0.44713249769401386,0.9999997764337512,0.001
2.0,0.4632157359907296,0.999999768392132,0.001
2.0303030303030303,0.4808180917859062,0.9999997595909541,0.001
2.0606060606060606,0.5000112592856709,0.9999997499943704,0.001
2.090909090909091,0.520838454143302,0.9999997395807729,0.001
2.121212121212121,0.54330293020044,0.9999997283485349,0.001
2.1515151515151514,0.5673547260887091,0.999999716322637,0.001
2.1818181818181817,0.5928759452267229,0.9999997035620274,0.001
2.212121212121212,0.6196655959467279,0.999999690167202,0.001
2.242424242424242,0.6474249425458822,0.9999996762875287,0.001
2.2727272727272725,0.6757454986683342,0.9999996621272507,0.001
2.3030303030303028,0.7041017511255632,0.9999996479491244,0.001
2.3333333333333335,0.7318514343435112,0.9999996340742828,0.001
2.3636363636363638,0.7582458558808014,0.9999996208770721,0.001
2.393939393939394,0.7824525540822691,0.999999608773723,0.001
2.4242424242424243,0.8035912315573768,0.9999995982043842,0.001
2.4545454545454546,0.8207821413641625,0.9999995896089293,0.001
2.484848484848485,0.8332039076464071,0.9999995833980462,0.001
2.515151515151515,0.8401553592829458,0.9999995799223204,0.001
2.5454545454545454,0.8411142071729216,0.9999995794428964,0.001
2.5757575757575757,0.835784656594285,0.9999995821076717,0.001
2.6060606060606064,0.8241269924269545,0.9999995879365038,0.001
2.6363636363636367,0.806364325534048,0.9999995968178372,0.001
2.666666666666667,0.782965406287417,0.9999996085172969,0.001
2.6969696969696972,0.7546059050955733,0.9999996226970475,0.001
2.7272727272727275,0.7221141022917266,0.9999996389429489,0.001
2.757575757575758,0.6864083186286507,0.9999996567958407,0.001
2.787878787878788,0.6484342773838137,0.9999996757828613,0.001
2.8181818181818183,0.6091090609672278,0.9999996954454695,0.001
2.8484848484848486,0.5692763471731865,0.9999997153618264,0.001
2.878787878787879,0.5296752547678807,0.9999997351623726,0.001
2.909090909090909,0.490922793972004,0.999999754538603,0.001
2.9393939393939394,0.45350840438551643,0.9999997732457978,0.001
2.9696969696969697,0.41779799353491853,0.9999997911010032,0.001
3.0,0.38404463875707506,0.9999998079776806,0.001
3.0303030303030303,0.3524033223012424,0.9999998237983388,0.001
3.0606060606060606,0.3229472183008397,0.9999998385263908,0.001
3.090909090909091,0.2956842131141002,0.9999998521578934,0.001
3.121212121212121,0.2705721477980205,0.9999998647139261,0.001
3.1515151515151514,0.24753232419350013,0.9999998762338379,0.001
3.1818181818181817,0.22646094111067328,0.9999998867695294,0.001
3.2121212121212124,0.20723840710168417,0.9999998963807964,0.001
3.2424242424242427,0.1897366841419057,0.9999999051316579,0.001
3.272727272727273,0.17382489891915043,0.9999999130875505,0.001
3.303030303030303,0.15937343178507035,0.9999999203132841,0.001
3.3333333333333335,0.14625689770397798,0.9999999268715511,0.001
3.3636363636363638,0.13435599410804855,0.999999932822003,0.001
3.393939393939394,0.12355878276082422,0.9999999382206086,0.001
3.4242424242424243,0.11376127884155096,0.9999999431193606,0.001
3.4545454545454546,0.10486768609041519,0.999999947566157,0.001
3.484848484848485,0.09679031687248596,0.9999999516048416,0.001
3.515151515151515,0.08944933038712577,0.9999999552753348,0.001
3.5454545454545454,0.0827723145579995,0.9999999586138427,0.001
3.5757575757575757,0.07669382218189469,0.9999999616530889,0.001
3.606060606060606,0.07115482736352874,0.9999999644225863,0.001
3.6363636363636362,0.06610221570113595,0.9999999669488921,0.001
3.666666666666667,0.06148826026119991,0.9999999692558699,0.001
3.6969696969696972,0.05727010554679168,0.9999999713649472,0.001
3.7272727272727275,0.053409319189512416,0.9999999732953404,0.001
3.757575757575758,0.04987142010470791,0.99999997506429,0.001
3.787878787878788,0.046625499239283386,0.9999999766872504,0.001
3.8181818181818183,0.04364385253197156,0.9999999781780737,0.001
3.8484848484848486,0.0409016052138611,0.9999999795491974,0.001
3.878787878787879,0.03837646600501898,0.999999980811767,0.001
3.909090909090909,0.03604841003479464,0.999999981975795,0.001
3.9393939393939394,0.03389945701925967,0.9999999830502715,0.001
3.9696969696969697,0.03191343922459566,0.9999999840432804,0.001
4.0,0.030075815615759893,0.9999999849620922,0.001
